mean:2.6730,std:1.5035
Epoch: 001, LR: 0.001000, Loss: 0.4220750, Val MAE: 0.5018868, Test MAE: 0.5001504, Test stdMAE: 0.3326619
Epoch: 202, LR: 0.000020, Loss: 0.0013556, Val MAE: 0.0629043, Test MAE: 0.0614395, Test stdMAE: 0.0408649
Epoch: 203, LR: 0.000020, Loss: 0.0013530, Val MAE: 0.0630010, Test MAE: 0.0614395, Test stdMAE: 0.0408649
Epoch: 204, LR: 0.000020, Loss: 0.0013532, Val MAE: 0.0629222, Test MAE: 0.0614395, Test stdMAE: 0.0408649
Epoch: 205, LR: 0.000020, Loss: 0.0013499, Val MAE: 0.0629938, Test MAE: 0.0614395, Test stdMAE: 0.0408649
Epoch: 206, LR: 0.000020, Loss: 0.0013501, Val MAE: 0.0630866, Test MAE: 0.0614395, Test stdMAE: 0.0408649
Epoch: 207, LR: 0.000020, Loss: 0.0013503, Val MAE: 0.0631185, Test MAE: 0.0614395, Test stdMAE: 0.0408649
Epoch: 208, LR: 0.000020, Loss: 0.0013473, Val MAE: 0.0630500, Test MAE: 0.0614395, Test stdMAE: 0.0408649
Epoch: 209, LR: 0.000014, Loss: 0.0013361, Val MAE: 0.0628391, Test MAE: 0.0613067, Test stdMAE: 0.0407765
Epoch: 210, LR: 0.000014, Loss: 0.0013357, Val MAE: 0.0629145, Test MAE: 0.0613067, Test stdMAE: 0.0407765
Epoch: 211, LR: 0.000014, Loss: 0.0013344, Val MAE: 0.0628967, Test MAE: 0.0613067, Test stdMAE: 0.0407765
Epoch: 212, LR: 0.000014, Loss: 0.0013336, Val MAE: 0.0630325, Test MAE: 0.0613067, Test stdMAE: 0.0407765
Epoch: 213, LR: 0.000014, Loss: 0.0013321, Val MAE: 0.0628299, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 214, LR: 0.000014, Loss: 0.0013331, Val MAE: 0.0630296, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 215, LR: 0.000014, Loss: 0.0013327, Val MAE: 0.0629365, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 216, LR: 0.000014, Loss: 0.0013308, Val MAE: 0.0629431, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 217, LR: 0.000014, Loss: 0.0013302, Val MAE: 0.0629338, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 218, LR: 0.000014, Loss: 0.0013309, Val MAE: 0.0629005, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 219, LR: 0.000014, Loss: 0.0013299, Val MAE: 0.0629201, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 220, LR: 0.000010, Loss: 0.0013219, Val MAE: 0.0628413, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 221, LR: 0.000010, Loss: 0.0013207, Val MAE: 0.0628551, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 222, LR: 0.000010, Loss: 0.0013202, Val MAE: 0.0628865, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 223, LR: 0.000010, Loss: 0.0013194, Val MAE: 0.0629057, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 224, LR: 0.000010, Loss: 0.0013199, Val MAE: 0.0629629, Test MAE: 0.0613135, Test stdMAE: 0.0407810
Epoch: 225, LR: 0.000010, Loss: 0.0013193, Val MAE: 0.0627857, Test MAE: 0.0612144, Test stdMAE: 0.0407151
Epoch: 226, LR: 0.000010, Loss: 0.0013185, Val MAE: 0.0627647, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 227, LR: 0.000010, Loss: 0.0013186, Val MAE: 0.0627836, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 228, LR: 0.000010, Loss: 0.0013181, Val MAE: 0.0630048, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 229, LR: 0.000010, Loss: 0.0013177, Val MAE: 0.0628171, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 230, LR: 0.000010, Loss: 0.0013164, Val MAE: 0.0627762, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 231, LR: 0.000010, Loss: 0.0013170, Val MAE: 0.0627759, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 232, LR: 0.000010, Loss: 0.0013156, Val MAE: 0.0628138, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 233, LR: 0.000010, Loss: 0.0013153, Val MAE: 0.0629596, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 234, LR: 0.000010, Loss: 0.0013153, Val MAE: 0.0627649, Test MAE: 0.0612480, Test stdMAE: 0.0407375
Epoch: 235, LR: 0.000010, Loss: 0.0013154, Val MAE: 0.0627516, Test MAE: 0.0612317, Test stdMAE: 0.0407267
Epoch: 236, LR: 0.000010, Loss: 0.0013138, Val MAE: 0.0627814, Test MAE: 0.0612317, Test stdMAE: 0.0407267
Epoch: 237, LR: 0.000010, Loss: 0.0013155, Val MAE: 0.0628575, Test MAE: 0.0612317, Test stdMAE: 0.0407267
Epoch: 238, LR: 0.000010, Loss: 0.0013139, Val MAE: 0.0626510, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 239, LR: 0.000010, Loss: 0.0013136, Val MAE: 0.0627999, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 240, LR: 0.000010, Loss: 0.0013125, Val MAE: 0.0627772, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 241, LR: 0.000010, Loss: 0.0013115, Val MAE: 0.0628282, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 242, LR: 0.000010, Loss: 0.0013122, Val MAE: 0.0627150, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 243, LR: 0.000010, Loss: 0.0013115, Val MAE: 0.0627847, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 244, LR: 0.000010, Loss: 0.0013099, Val MAE: 0.0627003, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 245, LR: 0.000010, Loss: 0.0013095, Val MAE: 0.0629994, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 246, LR: 0.000010, Loss: 0.0013103, Val MAE: 0.0627793, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 247, LR: 0.000010, Loss: 0.0013090, Val MAE: 0.0627701, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 248, LR: 0.000010, Loss: 0.0013090, Val MAE: 0.0627733, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 249, LR: 0.000010, Loss: 0.0013095, Val MAE: 0.0627062, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 250, LR: 0.000010, Loss: 0.0013071, Val MAE: 0.0629470, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 251, LR: 0.000010, Loss: 0.0013072, Val MAE: 0.0628234, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 252, LR: 0.000010, Loss: 0.0013067, Val MAE: 0.0627482, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 253, LR: 0.000010, Loss: 0.0013065, Val MAE: 0.0627430, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 254, LR: 0.000010, Loss: 0.0013069, Val MAE: 0.0627322, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 255, LR: 0.000010, Loss: 0.0013062, Val MAE: 0.0627762, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 256, LR: 0.000010, Loss: 0.0013058, Val MAE: 0.0627573, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 257, LR: 0.000010, Loss: 0.0013053, Val MAE: 0.0627643, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 258, LR: 0.000010, Loss: 0.0013059, Val MAE: 0.0626568, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 259, LR: 0.000010, Loss: 0.0013052, Val MAE: 0.0627015, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 260, LR: 0.000010, Loss: 0.0013040, Val MAE: 0.0627698, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 261, LR: 0.000010, Loss: 0.0013051, Val MAE: 0.0627058, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 262, LR: 0.000010, Loss: 0.0013037, Val MAE: 0.0627243, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 263, LR: 0.000010, Loss: 0.0013022, Val MAE: 0.0627237, Test MAE: 0.0612013, Test stdMAE: 0.0407064
Epoch: 264, LR: 0.000010, Loss: 0.0013025, Val MAE: 0.0626198, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 265, LR: 0.000010, Loss: 0.0013016, Val MAE: 0.0627576, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 266, LR: 0.000010, Loss: 0.0013013, Val MAE: 0.0627671, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 267, LR: 0.000010, Loss: 0.0013014, Val MAE: 0.0626777, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 268, LR: 0.000010, Loss: 0.0013011, Val MAE: 0.0628543, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 269, LR: 0.000010, Loss: 0.0013004, Val MAE: 0.0626692, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 270, LR: 0.000010, Loss: 0.0012996, Val MAE: 0.0626939, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 271, LR: 0.000010, Loss: 0.0012988, Val MAE: 0.0626510, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 272, LR: 0.000010, Loss: 0.0012996, Val MAE: 0.0626983, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 273, LR: 0.000010, Loss: 0.0012980, Val MAE: 0.0626977, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 274, LR: 0.000010, Loss: 0.0012975, Val MAE: 0.0627399, Test MAE: 0.0611214, Test stdMAE: 0.0406533
Epoch: 275, LR: 0.000010, Loss: 0.0012976, Val MAE: 0.0625943, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 276, LR: 0.000010, Loss: 0.0012968, Val MAE: 0.0626228, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 277, LR: 0.000010, Loss: 0.0012975, Val MAE: 0.0627700, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 278, LR: 0.000010, Loss: 0.0012961, Val MAE: 0.0626245, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 279, LR: 0.000010, Loss: 0.0012959, Val MAE: 0.0626316, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 280, LR: 0.000010, Loss: 0.0012957, Val MAE: 0.0626977, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 281, LR: 0.000010, Loss: 0.0012944, Val MAE: 0.0627076, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 282, LR: 0.000010, Loss: 0.0012939, Val MAE: 0.0626422, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 283, LR: 0.000010, Loss: 0.0012941, Val MAE: 0.0626645, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 284, LR: 0.000010, Loss: 0.0012933, Val MAE: 0.0627679, Test MAE: 0.0610763, Test stdMAE: 0.0406233
Epoch: 285, LR: 0.000010, Loss: 0.0012938, Val MAE: 0.0625926, Test MAE: 0.0611332, Test stdMAE: 0.0406612
Epoch: 286, LR: 0.000010, Loss: 0.0012942, Val MAE: 0.0626120, Test MAE: 0.0611332, Test stdMAE: 0.0406612
Epoch: 287, LR: 0.000010, Loss: 0.0012925, Val MAE: 0.0626727, Test MAE: 0.0611332, Test stdMAE: 0.0406612
Epoch: 288, LR: 0.000010, Loss: 0.0012923, Val MAE: 0.0625821, Test MAE: 0.0610966, Test stdMAE: 0.0406368
Epoch: 289, LR: 0.000010, Loss: 0.0012922, Val MAE: 0.0625762, Test MAE: 0.0611134, Test stdMAE: 0.0406480
Epoch: 290, LR: 0.000010, Loss: 0.0012916, Val MAE: 0.0626719, Test MAE: 0.0611134, Test stdMAE: 0.0406480
Epoch: 291, LR: 0.000010, Loss: 0.0012902, Val MAE: 0.0626678, Test MAE: 0.0611134, Test stdMAE: 0.0406480
Epoch: 292, LR: 0.000010, Loss: 0.0012919, Val MAE: 0.0627736, Test MAE: 0.0611134, Test stdMAE: 0.0406480
Epoch: 293, LR: 0.000010, Loss: 0.0012893, Val MAE: 0.0626295, Test MAE: 0.0611134, Test stdMAE: 0.0406480
Epoch: 294, LR: 0.000010, Loss: 0.0012899, Val MAE: 0.0625759, Test MAE: 0.0610462, Test stdMAE: 0.0406033
Epoch: 295, LR: 0.000010, Loss: 0.0012892, Val MAE: 0.0625800, Test MAE: 0.0610462, Test stdMAE: 0.0406033
Epoch: 296, LR: 0.000010, Loss: 0.0012885, Val MAE: 0.0626957, Test MAE: 0.0610462, Test stdMAE: 0.0406033
Epoch: 297, LR: 0.000010, Loss: 0.0012875, Val MAE: 0.0626338, Test MAE: 0.0610462, Test stdMAE: 0.0406033
Epoch: 298, LR: 0.000010, Loss: 0.0012889, Val MAE: 0.0626629, Test MAE: 0.0610462, Test stdMAE: 0.0406033
Epoch: 299, LR: 0.000010, Loss: 0.0012867, Val MAE: 0.0629535, Test MAE: 0.0610462, Test stdMAE: 0.0406033
